"PITTagID","FishGutID","TripID","Region","Reach","RiverMile","Date","Time","Site","FishSpeciesID","ForkLength","Weight","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes"
"000.20130708FA","2013-07-08_20:53:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/08/2013","20:53:00","559","RBT",284,262,0,0,,"RayC","04/03/2014",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130708GA","2013-07-08_20:54:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/08/2013","20:54:00","559","RBT",284,271,0,0,,"RayC","03/20/2014",1.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130708HA","2013-07-08_20:55:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/08/2013","20:55:00","559","RBT",307,307,0,0,,"SmithJ","03/26/2014",0.67,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130708IA","2013-07-08_20:56:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/08/2013","20:56:00","559","RBT",285,229,0,0,,"RayC","03/27/2014",0.83,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130708JA","2013-07-08_20:58:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/08/2013","20:58:00","559","RBT",294,312,0,0,,"RayC","02/22/2014",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130708KA","2013-07-08_23:21:00","GC20130625","GrandCanyon","CRGrandCanyon",64.01,"07/08/2013","23:21:00","1142","STB",142,32.4,0,0,,"SmithJ","03/05/2014",0.08,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709AA","2013-07-09_20:35:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:35:00","559","RBT",279,247,0,0,,"RayC","04/03/2014",0.83,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709BA","2013-07-09_20:35:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:35:00","559","RBT",336,382,0,0,,"RayC","03/29/2014",0.67,0,,,"Recapture. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709CA","2013-07-09_20:46:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:46:00","559","RBT",293,285,0,0,,"RayC","03/21/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709DA","2013-07-09_20:46:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:46:00","559","RBT",284,211,0,0,,"RayC","03/19/2014",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709EA","2013-07-09_20:33:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:33:00","559","RBT",325,265,0,0,,"RayC","04/03/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709FA","2013-07-09_20:34:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:34:00","559","RBT",306,289,0,0,,"RayC","03/18/2014",1.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709GA","2013-07-09_20:36:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:36:00","559","RBT",314,240,0,0,,"RayC","03/28/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709HA","2013-07-09_20:37:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:37:00","559","RBT",326,358,0,0,,"RayC","04/03/2014",0.75,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709IA","2013-07-09_20:39:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:39:00","559","RBT",76,4.8,0,0,,"RayC","04/03/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709JA","2013-07-09_20:40:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:40:00","559","RBT",55,2,0,0,,"RayC","04/04/2014",0.5,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709KA","2013-07-09_20:41:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:41:00","559","RBT",271,227,0,0,,"RayC","03/22/2014",1,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709LA","2013-07-09_20:42:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:42:00","559","RBT",327,360,0,0,,"SmithJ","03/05/2014",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709MA","2013-07-09_20:43:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:43:00","559","RBT",317,429,0,0,,"RayC","03/29/2014",2,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709NA","2013-07-09_20:44:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:44:00","559","RBT",300,289,0,0,,"RayC","03/29/2014",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130709OA","2013-07-09_20:45:00","GC20130625","GrandCanyon","CRGrandCanyon",63.45,"07/09/2013","20:45:00","559","RBT",269,200,0,0,,"RayC","04/03/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912AA","2013-09-12_21:06:00","GC20130912","GrandCanyon","CRLeesFerry",-4.61,"09/12/2013","21:06:00","659","RBT",239,171,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912BA","2013-09-12_21:06:00","GC20130912","GrandCanyon","CRLeesFerry",-4.61,"09/12/2013","21:06:00","659","RBT",258,190,0,0,,"RayC","04/14/2014",0.42,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912CA","2013-09-12_20:43:00","GC20130912","GrandCanyon","CRLeesFerry",-4.61,"09/12/2013","20:43:00","82","RBT",251,149,0,0,,"RayC","04/14/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912DA","2013-09-12_20:46:00","GC20130912","GrandCanyon","CRLeesFerry",-4.61,"09/12/2013","20:46:00","82","RBT",203,100,0,0,,"RayC","04/16/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912EA","2013-09-12_21:03:00","GC20130912","GrandCanyon","CRLeesFerry",-4.61,"09/12/2013","21:03:00","659","RBT",240,158,0,0,,"RayC","04/04/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912FA","2013-09-12_21:40:00","GC20130912","GrandCanyon","CRLeesFerry",-4.46,"09/12/2013","21:40:00","83","RBT",244,152,0,0,,"RayC","04/11/2014",0.17,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912GA","2013-09-12_21:44:00","GC20130912","GrandCanyon","CRLeesFerry",-4.46,"09/12/2013","21:44:00","83","RBT",225,123,0,0,,"RayC","04/10/2014",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912HA","2013-09-12_21:58:00","GC20130912","GrandCanyon","CRLeesFerry",-4.45,"09/12/2013","21:58:00","660","RBT",327,309,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912IA","2013-09-12_22:12:00","GC20130912","GrandCanyon","CRLeesFerry",-4.45,"09/12/2013","22:12:00","660","RBT",114,17.6,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912JA","2013-09-12_22:17:00","GC20130912","GrandCanyon","CRLeesFerry",-4.30,"09/12/2013","22:17:00","84","RBT",326,370,0,0,,"RayC","04/13/2014",0.83,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130912KA","2013-09-12_22:32:00","GC20130912","GrandCanyon","CRGrandCanyon",,"09/12/2013","22:32:00","661","RBT",129,24,0,0,,"RayC","04/11/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913AA","2013-09-13_20:24:00","GC20130912","GrandCanyon","CRLeesFerry",-4.15,"09/13/2013","20:24:00","662","RBT",267,138,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913BA","2013-09-13_20:27:00","GC20130912","GrandCanyon","CRLeesFerry",-4.15,"09/13/2013","20:27:00","662","RBT",277,262,0,0,,"RayC","04/14/2014",0.58,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913CA","2013-09-13_20:33:00","GC20130912","GrandCanyon","CRLeesFerry",-4.15,"09/13/2013","20:33:00","662","RBT",226,133,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913DA","2013-09-13_20:58:00","GC20130912","GrandCanyon","CRLeesFerry",-4.02,"09/13/2013","20:58:00","663","RBT",304,259,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913EA","2013-09-13_21:00:00","GC20130912","GrandCanyon","CRLeesFerry",-4.02,"09/13/2013","21:00:00","663","RBT",291,284,0,0,,"RayC","04/10/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913FA","2013-09-13_21:12:00","GC20130912","GrandCanyon","CRLeesFerry",-4.02,"09/13/2013","21:12:00","86","RBT",203,95,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913GA","2013-09-13_21:40:00","GC20130912","GrandCanyon","CRLeesFerry",-3.88,"09/13/2013","21:40:00","87","RBT",194,72,0,0,,"RayC","04/04/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913HA","2013-09-13_21:44:00","GC20130912","GrandCanyon","CRLeesFerry",-3.75,"09/13/2013","21:44:00","88","RBT",149,40,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913IA","2013-09-13_21:52:00","GC20130912","GrandCanyon","CRLeesFerry",-3.75,"09/13/2013","21:52:00","88","RBT",138,33,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913JA","2013-09-13_21:58:00","GC20130912","GrandCanyon","CRLeesFerry",-3.75,"09/13/2013","21:58:00","88","RBT",157,43,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130913KA","2013-09-13_23:19:00","GC20130912","GrandCanyon","CRLeesFerry",-3.73,"09/13/2013","23:19:00","666","RBT",298,162,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914AA","2013-09-14_20:24:00","GC20130912","GrandCanyon","CRGrandCanyon",18.24,"09/14/2013","20:24:00","816","RBT",262,196,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914BA","2013-09-14_20:35:00","GC20130912","GrandCanyon","CRGrandCanyon",18.24,"09/14/2013","20:35:00","816","RBT",286,255,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914CA","2013-09-14_20:38:00","GC20130912","GrandCanyon","CRGrandCanyon",18.24,"09/14/2013","20:38:00","816","RBT",263,188,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914DA","2013-09-14_21:00:00","GC20130912","GrandCanyon","CRGrandCanyon",18.39,"09/14/2013","21:00:00","241","RBT",170,47,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914EA","2013-09-14_21:08:00","GC20130912","GrandCanyon","CRGrandCanyon",18.39,"09/14/2013","21:08:00","817","RBT",191,80,0,0,,"RayC","04/04/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914FA","2013-09-14_21:13:00","GC20130912","GrandCanyon","CRGrandCanyon",18.39,"09/14/2013","21:13:00","817","RBT",323,320,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914GA","2013-09-14_21:14:00","GC20130912","GrandCanyon","CRGrandCanyon",18.39,"09/14/2013","21:14:00","817","RBT",195,79,0,0,,"RayC","04/04/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914HA","2013-09-14_21:17:00","GC20130912","GrandCanyon","CRGrandCanyon",18.39,"09/14/2013","21:17:00","817","RBT",118,18,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914IA","2013-09-14_21:22:00","GC20130912","GrandCanyon","CRGrandCanyon",18.54,"09/14/2013","21:22:00","818","RBT",333,353,0,0,,"RayC","04/04/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914JA","2013-09-14_22:08:00","GC20130912","GrandCanyon","CRGrandCanyon",18.66,"09/14/2013","22:08:00","243","RBT",335,424,0,0,,"RayC","04/11/2014",0.17,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130914KA","2013-09-14_22:12:00","GC20130912","GrandCanyon","CRGrandCanyon",18.66,"09/14/2013","22:12:00","243","RBT",153,40,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915AA","2013-09-15_20:23:00","GC20130912","GrandCanyon","CRGrandCanyon",20.14,"09/15/2013","20:23:00","253","RBT",213,93,0,0,,"RayC","04/16/2014",0.17,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915CA","2013-09-15_19:54:00","GC20130912","GrandCanyon","CRGrandCanyon",20.00,"09/15/2013","19:54:00","252","RBT",262,216,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915DA","2013-09-15_19:57:00","GC20130912","GrandCanyon","CRGrandCanyon",20.00,"09/15/2013","19:57:00","252","RBT",190,77,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915EA","2013-09-15_20:01:00","GC20130912","GrandCanyon","CRGrandCanyon",20.00,"09/15/2013","20:01:00","252","RBT",271,215,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915FA","2013-09-15_20:20:00","GC20130912","GrandCanyon","CRGrandCanyon",20.14,"09/15/2013","20:20:00","253","RBT",230,132,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915GA","2013-09-15_20:31:00","GC20130912","GrandCanyon","CRGrandCanyon",20.27,"09/15/2013","20:31:00","830","RBT",315,295,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915HA","2013-09-15_20:54:00","GC20130912","GrandCanyon","CRGrandCanyon",20.27,"09/15/2013","20:54:00","254","RBT",303,306,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915IA","2013-09-15_21:00:00","GC20130912","GrandCanyon","CRGrandCanyon",20.27,"09/15/2013","21:00:00","254","RBT",292,259,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915JA","2013-09-15_21:50:00","GC20130912","GrandCanyon","CRGrandCanyon",18.39,"09/15/2013","21:50:00","817","RBT",202,86,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915KA","2013-09-15_22:43:00","GC20130912","GrandCanyon","CRGrandCanyon",18.70,"09/15/2013","22:43:00","819","RBT",133,26,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130915LA","2013-09-15_22:44:00","GC20130912","GrandCanyon","CRGrandCanyon",18.70,"09/15/2013","22:44:00","819","RBT",98,10.6,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916AA","2013-09-16_20:02:00","GC20130912","GrandCanyon","CRGrandCanyon",39.30,"09/16/2013","20:02:00","387","RBT",241,139,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916BA","2013-09-16_20:13:00","GC20130912","GrandCanyon","CRGrandCanyon",39.19,"09/16/2013","20:13:00","963","RBT",275,199,0,0,,"RayC","04/10/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916CA","2013-09-16_20:19:00","GC20130912","GrandCanyon","CRGrandCanyon",39.45,"09/16/2013","20:19:00","388","RBT",263,172,0,0,,"RayC","04/11/2014",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916DA","2013-09-16_20:29:00","GC20130912","GrandCanyon","CRGrandCanyon",39.33,"09/16/2013","20:29:00","964","RBT",300,264,0,0,,"RayC","04/10/2014",0.33,0,,,"Big rock in stomach. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916EA","2013-09-16_20:34:00","GC20130912","GrandCanyon","CRGrandCanyon",39.33,"09/16/2013","20:34:00","964","RBT",307,291,0,0,,"RayC","04/04/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916FA","2013-09-16_20:39:00","GC20130912","GrandCanyon","CRGrandCanyon",39.33,"09/16/2013","20:39:00","964","RBT",183,65,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916GA","2013-09-16_22:06:00","GC20130912","GrandCanyon","CRGrandCanyon",39.89,"09/16/2013","22:06:00","391","RBT",143,31,0,0,,"RayC","04/10/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916HA","2013-09-16_22:29:00","GC20130912","GrandCanyon","CRGrandCanyon",39.89,"09/16/2013","22:29:00","968","RBT",143,34,0,0,,"RayC","04/10/2014",0.08,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916IA","2013-09-16_22:31:00","GC20130912","GrandCanyon","CRGrandCanyon",39.89,"09/16/2013","22:31:00","968","RBT",103,13,0,0,,"RayC","04/04/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130916JA","2013-09-16_23:51:00","GC20130912","GrandCanyon","CRGrandCanyon",40.34,"09/16/2013","23:51:00","971","RBT",345,424,0,0,,"RayC","04/11/2014",0.33,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130917AA","2013-09-17_19:53:00","GC20130912","GrandCanyon","CRGrandCanyon",39.45,"09/17/2013","19:53:00","388","RBT",230,132,0,0,,"RayC","04/16/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130917BA","2013-09-17_19:54:00","GC20130912","GrandCanyon","CRGrandCanyon",39.45,"09/17/2013","19:54:00","388","RBT",278,212,0,0,,"RayC","04/16/2014",0.25,0,,,"SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
"000.20130917CA","2013-09-17_19:56:00","GC20130912","GrandCanyon","CRGrandCanyon",39.45,"09/17/2013","19:56:00","388","RBT",242,153,0,0,,"RayC","04/13/2014",0.17,0,,,"Empty, no bugs. SampleTime seconds retroactively entered for formatting purposes--it's almost certainly not :00 (2018-02-26 JDM). PIT Tag rectroactively assigned (2018-05-09 JDM)."
