"SpID","SpeciesID","Description","CommonName","Fishgut","FishgutPrey","LightTrap","Benthic","Drift","Sticky","Pitfall","Malaise","RegressionA","RegressionB","Kingdom","Phylum","Class","Order","Superfamily","Family","Genus","Species","Habitat","Stage","FFG","MHBI","Notes","Group","BenthicID","DriftID","AFDM_Multiplier"
283,"BOST","Coleoptera: Bostrichidae (Adult)","",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera","Bostrichoidea","Bostrichidae",,,"Terrestrial","Adult",,,,"TECOLE",,,
284,"TIPM","Diptera (Adult)","Infraorder Tipulomorpha",0,0,1,0,0,1,0,1,,,"Animalia","Arthropoda","Insecta","Diptera","Tipulomorpha",,,,"Terrestrial","Adult",,,"possibly aquatic","TEDIPT",,,
286,"HYQU","Trichoptera: Hydropsychidae: Hydropsyche quitchupaha (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche","quitchupaha","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
287,"CHEN","Trichoptera: Hydropsychidae: Cheumatopsyche enonis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Cheumatopsyche","enonis","Aquatic","Adult","CollectorFilterer","5",,"AQTRIC",,,
288,"SMSI","Trichoptera: Hydropsychidae: Smicridea signata (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Smicridea","signata","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
289,"TAEN","Plecoptera: Taeniopterygidae (Adult)","Winter Stonefly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera",,"Taeniopterygidae",,,"Aquatic","Adult","Shredder","2",,"AQPLEC",,,
290,"SESP","Trichoptera: Leptoceridae: Setodes spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Setodes",,"Aquatic","Adult","CollectorGatherer","2",,"AQTRIC",,,
291,"HEPT","Ephemeroptera: Heptageniidae (Adult)","flat head mayfly adults",0,0,1,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Heptageniidae",,,"Aquatic","Adult","ScraperGrazer","3",,"AQEPHE",,,
292,"NEGR","Trichoptera: Leptoceridae: Nectopsyche gracilis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Nectopsyche","gracilis","Aquatic","Adult","CollectorGatherer","4",,"AQTRIC",,,
293,"DRCA","Lepidoptera: Erebidae: Drasteria canescens (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Lepidoptera",,"Erebidae","Drasteria","canescens","Terrestrial","Adult",,,,"TELEPI",,,
294,"OCHO","Coleoptera: Ochodaeidae (Adult)","sand loving scarab beetles",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Ochodaeidae",,,"Terrestrial","Adult",,,,"TECOLE",,,
295,"HYDD","Hemiptera: Hydrometridae: Hydrometra spp.",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Hemiptera",,"Hydrometridae","Hydrometra",,"Terrestrial",,,,,"TEHEMI",,,
296,"NEDO","Trichoptera: Leptoceridae: Nectopsyche dorsalis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Nectopsyche","dorsalis","Aquatic","Adult","CollectorGatherer","4",,"AQTRIC",,,
297,"PLEC","Plecoptera (Adult)","stonefly",0,0,1,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera",,,,,"Aquatic","Adult",,,,"AQPLEC",,,
298,"ISSP","Plecoptera: Capniidae: Isocapnia spp. (Adult)","small winter stonefly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera","Numouroidea","Capniidae","Isocapnia",,"Aquatic","Adult","Shredder","3",,"AQPLEC",,,
300,"CULP","Diptera: Culicidae (Pupa)","mosquito pupae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Culicidae",,,"Aquatic","Pupa","CollectorFilterer","8",,"AQDIPT",,,
301,"EREB","Lepidoptera: Erebidae","tiger moths",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Lepidoptera",,"Erebidae",,,"Terrestrial",,,,,"TELEPI",,,
302,"BARN","Lepidoptera: Erebidae: Cisthene barnesii","Barnes lichen moth",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Lepidoptera",,"Erebidae","Cisthene","barnesii","Terrestrial",,,,,"TELEPI",,,
303,"HYAU","Trichoptera: Hydropsychidae: Hydropsyche auricolor (Adult)","Hydropsyche auricolor adults",0,0,1,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche","auricolor","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
304,"TRAS","Ephemeroptera: Leptohyphidae: Tricorythodes (Asioplax) (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptohyphidae","Tricorythodes","(Asioplax)","Aquatic","Adult","CollectorGatherer","4","Asioplax is a sub-genus","AQEPHE",,,
305,"CASP","Ephemeroptera: Baetidae: Camelobaetidius spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Baetidae","Camelobaetidius",,"Aquatic","Adult","CollectorGatherer","5",,"AQEPHE",,,
306,"AMEL","Ephemeroptera: Ameletidae: Ameletus spp. (Adult)","brown dun",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ameletidae","Ameletus",,"Aquatic","Adult","CollectorGatherer","0",,"AQEPHE",,,
307,"EPAL_F","Ephemeroptera: Polymitarcyidae: Ephoron album (Adult)","white fly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Polymitarcyidae","Ephoron","album","Aquatic","Adult","CollectorGatherer","2","FEMALES","AQEPHE",,,
308,"OEAV","Trichoptera: Leptoceridae: Oecetis avara (Adult)","Long horn sedges",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Oecetis","avara","Aquatic","Adult","Predator","5","SPECIES GROUP, needs taxonomic resolution for west, we likely have several species","AQTRIC",,,
309,"RAPH","Raphidoptera: Raphidiidae","snake flies",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Raphidoptera",,"Raphidiidae",,,"Terrestrial",,,,,"TENEUR",,,
310,"LPSP","Trichoptera: Leptoceridae: Leptocerus spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Leptocerus",,"Aquatic","Adult","Shredder","4",,"AQTRIC",,,
311,"EPAL_M","Ephemeroptera: Polymitarcyidae: Ephoron album (Adult)","white fly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Polymitarcyidae","Ephoron","album","Aquatic","Adult","CollectorGatherer","2","MALES","AQEPHE",,,
312,"TRAV","Ephemeroptera: Leptophlebiidae: Traverella spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae","Traverella",,"Aquatic","Adult","CollectorGatherer","3",,"AQEPHE",,,
313,"BRHA","Ephemeroptera: Caenidae: Brachycercus harisella (Adult)","Angeler's curse!",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Caenidae","Brachycercus","harisella","Aquatic","Adult","CollectorGatherer","3",,"AQEPHE",,,
314,"ACER","Ephemeroptera: Baetidae: Acerpenna spp. (Adult)","tiny blue winged olive",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Baetidae","Acerpenna",,"Aquatic","Adult","CollectorGatherer","5",,"AQEPHE",,,
315,"EPAL","Ephemeroptera: Polymitarcyidae: Ephoron album (Adult)","white fly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Polymitarcyidae","Ephoron","album","Aquatic","Adult","CollectorGatherer","2","all sex","AQEPHE",,,
316,"TRAB","Ephemeroptera: Leptoblephiidae: Traverella albertana (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptoblephiidae","Traverella","albertana","Aquatic","Adult","CollectorGatherer","4",,"AQEPHE",,,
317,"HYCA","Trichoptera: Hydropsychidae: Hydropsyche californica (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche","californica","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
318,"ANAB","Trichoptera: Limnephilidae: Anabolia bimaculata (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Anabolia","bimaculata","Aquatic","Adult","Shredder","4",,"AQTRIC",,,
319,"NELA","Trichoptera: Leptoceridae: Nectopsyche lahtonensis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Nectopsyche","lahtonensis","Aquatic","Adult","CollectorGatherer","4",,"AQTRIC",,,
320,"POCI","Trichoptera: Polycentropodidae: Polycentropus cinerus (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Polycentropodidae","Polycentropus","cinerus","Aquatic","Adult","Predator","6",,"AQTRIC",,,
321,"CHAN","Trichoptera: Hydropsychidae: Cheumatopsyche analis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Cheumatopsyche","analis","Aquatic","Adult","CollectorFilterer","5",,"AQTRIC",,,
322,"LEPH","Ephemeroptera: Leptophlebiidae (Adult)","prong-gilled mayflies",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae",,,"Aquatic","Adult","CollectorGatherer","3",,"AQEPHE",,,
323,"CAEN","Ephemeroptera: Caenidae (Adult)","small squaregilled mayflies",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Caenidae",,,"Aquatic","Adult","CollectorGatherer","6",,"AQEPHE",,,
324,"TRAE","Trichoptera: Leptoceridae: Triaenodes grisea (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Triaenodes","grisea","Aquatic","Adult","Shredder","6",,"AQTRIC",,,
325,"POFL","Trichoptera: Hydropsychidae: Psychomyia flavida (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Psychomyia","flavida","Aquatic","Adult","CollectorGatherer","2",,"AQTRIC",,,
326,"ALLO","Trichoptera: Apataniidae: Allomyia spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Apataniidae","Allomyia",,"Aquatic","Adult","ScraperGrazer","3",,"AQTRIC",,,
327,"UENO","Trichoptera: Uenoidea (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Uenoidea",,,"Aquatic","Adult","ScraperGrazer","3",,"AQTRIC",,,
328,"NEDI","Trichoptera: Leptoceridae: Nectopsyche diarina (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Nectopsyche","diarina","Aquatic","Adult","CollectorGatherer","4",,"AQTRIC",,,
329,"SUnPR","Ephemeroptera: Caenidae: Susperatus nr. Prudens (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Caenidae","Susperatus","nr. Prudens","Aquatic","Adult","CollectorGatherer","6","D. Ruiter original ID","AQEPHE",,,
330,"ACEN","Ephemeroptera: Baetidae: Acentrella spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Baetidae","Acentrella",,"Aquatic","Adult","CollectorGatherer","4",,"AQEPHE",,,
331,"BRAM","Trichoptera: Brachycentridae: Brachycentrus americanus (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Brachycentridae","Brachycentrus","americanus","Aquatic","Adult","Shredder","1",,"AQTRIC",,,
332,"HYCO","Trichoptera: Hydropsychidae: Hydropsyche confusa (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche","confusa","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
333,"SMFA","Trichoptera: Hydropsychidae: Smicridea fasciatella (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Smicridea","fasciatella","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
334,"THRA","Ephemeroptera: Leptophlebiidae: Thraulodes spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae","Thraulodes",,"Aquatic","Adult","CollectorGatherer","4",,"AQEPHE",,,
335,"ISOA","Isopoda","aquatic isopods",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Malacostraca","Isopoda",,,,,"Aquatic",,"CollectorGatherer","8",,"AQISOP",,,
336,"ELOP","Coleoptera: Elmidae: Optioservus spp. (Larva)","four-spot riffle beetle larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera","Byrrhoidea","Elmidae","Optioservus",,"Aquatic","Larva","ScraperGrazer","4",,"AQCOLE",,,
337,"BAEL","Ephemeroptera: Baetidae: Baetis spp. (Larva)","baetid larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Baetidae","Baetis",,"Aquatic","Larva","CollectorGatherer","6",,"AQEPHE",,,
338,"ELLL","Ephemeroptera: Ephemerellidae: Ephemerella spp. (Larva)","pale morning dun larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae","Ephemerella",,"Aquatic","Larva","CollectorGatherer","1",,"AQEPHE",,,
339,"ELLA","Ephemeroptera: Ephemerellidae (Adult)","spiny crawler mayfly adults",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae",,,"Aquatic","Adult","CollectorGatherer","1",,"AQEPHE",,,
340,"HEPL","Ephemeroptera: Heptageniidae (Larva)","flat head mayfly larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Heptageniidae",,,"Aquatic","Larva","ScraperGrazer","3",,"AQEPHE",,,
341,"TRCL","Ephemeroptera: Leptohyphidae: Tricorythodes spp. (Larva)","trico larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptohyphidae","Tricorythodes",,"Aquatic","Larva","CollectorGatherer","4",,"AQEPHE",,,
342,"LPTA","Ephemeroptera: Leptohyphidae (Adult)","little stout crawler mayfly adults",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptohyphidae",,,"Aquatic","Adult","CollectorGatherer","4",,"AQEPHE",,,
343,"ISLA","Plecoptera: Perlodidae: Isoperla spp. (Larva)","yellow sally larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera",,"Perlodidae","Isoperla",,"Aquatic","Larva","Predator","2",,"AQPLEC",,,
344,"HYLA","Trichoptera: Hydroptilidae: Hydroptila spp. (Larva)","varicolored microcaddisly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydroptilidae","Hydroptila",,"Aquatic","Larva","ScraperGrazer","6",,"AQTRIC",,,
345,"CONY","Neuroptera: Coniopterygidae","dustywings",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae",,,"Terrestrial",,,,,"TENEUR",,,
346,"NEUR","Neuroptera",,0,0,1,0,0,1,0,1,,,"Animalia","Arthropoda","Insecta","Neuroptera",,,,,"Terrestrial",,,,,"TENEUR",,,
347,"CRAM","Lepidoptera: Crambidae (Larva)","aquatic caterpillar",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Lepidoptera",,"Crambidae",,,"Aquatic","Larva","Shredder","5",,"AQLEPI",,,
348,"COEN","Odonata: Coenagrionidae (Larva)","Narrow-winged damselfly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Odonata","Zygoptera (Suborder)","Coenagrionidae",,,"Aquatic","Larva","Predator","8",,"AQODON",,,
349,"BRAS","Trichoptera: Brachycentridae: Brachycentrus spp. (Larva)","Humpless caddisfly larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Brachycentridae","Brachycentrus",,"Aquatic","Larva","Shredder","1",,"AQTRIC",,,
350,"ANAG","Trichoptera: Glossosomatidae: Anagapetus spp. (Larva)","Saddle-casemaker caddisfly larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Glossosomatidae","Anagapetus",,"Aquatic","Larva","ScraperGrazer","1",,"AQTRIC",,,
351,"GYRN","Coleoptera: Gyrinudae: Gyrinus spp. (Larva)","Whirligig beetle larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Gyrinudae","Gyrinus",,"Aquatic","Larva","Predator","4",,"AQCOLE",,,
352,"METR","Trichoptera: Hydroptilidae: Metrichia spp. (Larva)","Microcaddisly larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydroptilidae","Metrichia",,"Aquatic","Larva",,"4",,"AQTRIC",,,
353,"NECT","Trichoptera: Leptoceridae: Nectopsyche spp. (Larva)","long-horned caddisfly larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Nectopsyche",,"Aquatic","Larva","CollectorGatherer","4",,"AQTRIC",,,
354,"HYDN","Coleoptera: Elmidae: Hydaena spp. (Larva)","riffle beetle larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera","Byrrhoidea","Elmidae","Hydaena",,"Aquatic","Larva","ScraperGrazer","5",,"AQCOLE",,,
355,"SMIC","Trichoptera: Hydropsychidae: Smicridea spp. (Larva)","Smicridea larvae",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Smicridea",,"Aquatic","Larva","CollectorFilterer","4",,"AQTRIC",,,
356,"PETR","Lepidoptera: Crambidae: Petrophila spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Lepidoptera",,"Crambidae","Petrophila",,"Aquatic","Adult","Shredder","5","aquatic lep, adult","AQLEPI",,,
357,"CAES","Ephemeroptera: Caenidae: Caenis spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Caenidae","Caenis",,"Aquatic","Adult","CollectorGatherer","7",,"AQEPHE",,,
358,"LIHA","Trichoptera: Limnephilidae: Limnephilus hyalinus (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Limnephilus","hyalinus","Aquatic","Adult","Shredder","3",,"AQTRIC",,,
359,"TRSP","Trichoptera: Leptoceridae: Triaenodes spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Triaenodes",,"Aquatic","Adult","Shredder","6",,"AQTRIC",,,
360,"CHMO","Trichoptera: Hydropsychidae: Cheumatopsyche mollala (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Cheumatopsyche","mollala","Aquatic","Adult","CollectorFilterer","5",,"AQTRIC",,,
361,"LIAZ","Trichoptera: Limnephilidae: Limnephilus arizona (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Limnephilus","arizona","Aquatic","Adult","Shredder","3",,"AQTRIC",,,
362,"LISP","Trichoptera: Limnephilidae: Limnephilus spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Limnephilus",,"Aquatic","Adult","Shredder","3",,"AQTRIC",,,
363,"LICA","Trichoptera: Limnephilidae: Limnephilus castor (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Limnephilus","castor","Aquatic","Adult","Shredder","3",,"AQTRIC",,,
364,"BRCH","Trichoptera: Brachycentridae: Brachycentrus spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Brachycentridae","Brachycentrus",,"Aquatic","Adult","Shredder","1",,"AQTRIC",,,
365,"OECT","Trichoptera: Leptoceridae: Oecetis spp. (Adult)",,0,0,0,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Oecetis",,"Aquatic","Adult","Predator","5",,"AQTRIC",,,
366,"OEIN","Trichoptera: Leptoceridae: Oecetis inconspicua (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Oecetis","inconspicua","Aquatic","Adult","Predator","5",,"AQTRIC",,,
367,"ARGR","Trichoptera: Hydropsychidae: Arctopsyche grandis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Arctopsyche","grandis","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
368,"HEXA","Ephemeroptera: Ephemeridae: Hexagenia spp. (Adult)","burrower mayfly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemeridae","Hexagenia",,"Aquatic","Adult","CollectorGatherer","6",,"AQEPHE",,,
369,"EPEX","Ephemeroptera: Ephemerellidae: Ephemerella excrucians (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae","Ephemerella","excrucians","Aquatic","Adult","CollectorGatherer","1",,"AQEPHE",,,
370,"HYCK","Trichoptera: Hydropsychidae: Hydropsyche cockerelli (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche","cockerelli","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
371,"NEST","Trichoptera: Leptoceridae: Nectopsyche stigmatica (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Nectopsyche","stigmatica","Aquatic","Adult","CollectorGatherer","4",,"AQTRIC",,,
372,"HYSE","Trichoptera: Hydropsychidae: Hydropsyche seperata (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche","seperata","Aquatic","Adult","CollectorFilterer","4",,"AQTRIC",,,
373,"MEGL","Megaloptera: Corydalidae: Corydalus spp. (Larva)","Hellgrammite",1,1,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Megaloptera",,"Corydalidae","Corydalus",,"Aquatic","Larva","Predator",,,"AQMEGA",,,
374,"RHIT","Ephemeroptera: Heptageniidae: Rhitrogena spp. (Adult)","Rhithrogena sp",0,0,1,0,0,0,0,0,,,"Animalis","Arthropoda","Insecta","Ephemeroptera",,"Heptageniidae","Rhitrogena",,"Aquatic","Adult",,,,"AQEPHE",,,
375,"TRAL","Ephemeroptera: Leptophlebiidae: Traverella albertana (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae","Traverella","albertana","Aquatic","Adult",,,,"AQEPHE",,,
376,"CAAM","Ephemeroptera: Canidae: Caenis amica (Adult)","Caenis amica",0,0,1,0,0,0,0,0,,,"Animalis","Arthropoda","Insecta","Ephemeroptera",,"Canidae","Caenis","amica","Aquatic","Adult",,,,"AQEPHE",,,
377,"EPSP","Ephemeroptera: Ephemerellidae: Ephemerella spp. (Adult)","Ephemerella",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae","Ephemerella",,"Aquatic","Adult",,,,"AQEPHE",,,
378,"LEUC","Ephemeroptera: Heptageniidae: Leucrocuta spp. (Adult)","Leucrocuta sp.",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera","Heptagenioidea","Heptageniidae","Leucrocuta",,"Aquatic","Adult",,,,"AQEPHE",,,
379,"SEMI","Ephemeroptera: Ephemerellidae: Serratella micheneri (Adult)","Serratella micheneri",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae","Serratella","micheneri","Aquatic","Adult",,,,"AQEPHE",,,
380,"LSPI","Trichoptera: Limnephilidae: Limnephilus spinatus (Adult)","L. spinatus",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Limnephilus","spinatus","Aquatic","Adult",,,,"AQTRIC",,,
381,"HECO","Trichoptera: Limnephilidae: Limnephilus consimilis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Limnephilus","consimilis","Aquatic","Adult",,,,"AQTRIC",,,
382,"RHBR","Trichoptera: Rhyacophilidae: Rhyacophila brunnea (Adult)","pistol penes",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Rhyacophilidae","Rhyacophila","brunnea","Aquatic","Adult",,,,"AQTRIC",,,
383,"CERS","Trichoptera: Leptoceridae: Ceraclea spp. (adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Ceraclea",,"Aquatic","adult",,,,"AQTRIC",,,
384,"BROC","Trichoptera: Brachycentridae: Brachycentrus occidentalis (adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Brachycentridae","Brachycentrus","occidentalis","Aquatic","adult",,,,"AQTRIC",,,
385,"EPTI","Ephemeroptera: Ephemerellidae: Ephemerella tibialis (adult)","Ephemerella tibialis aka Seratella tibialis",0,0,1,0,0,0,0,0,,,"Animalis","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae","Ephemerella","tibialis","Aquatic","adult",,,"aka Seratella tibialis","AQEPHE",,,
386,"POLP","Trichoptera: Polycentropodidae: Polycentropus spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Polycentropodidae","Polycentropus",,"Aquatic","Adult",,,,"AQTRIC",,,
