SpecimenID,SampleID,SpeciesID,CPartPicked,CPartTotal,Cpt5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,CExtra,FPartPicked,FPartTotal,Fpt5,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,FExtra,Notes,Reference,Timestamp,CSubsample,FSubsample
3129,1678,SIML,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3130,1678,NEMA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3131,1678,ELML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3132,1678,CHIL,1,1,0,2.87,11.47,2.87,4.3,14.33,4.3,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,2.8,16.8,61.6,0,2.8,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3133,1678,CHIP,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3134,1678,CERL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3135,1678,EMPL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3136,1678,TRIL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3137,1679,OLIG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,12,9,6,1,0,0,0,0,0,0,0,0,0,0,0,Originally ID'd as Annelida.,FALSE,6/18/2018,FALSE,FALSE
3138,1679,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3139,1679,MITE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3140,1679,GAMM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3142,1679,NEMA,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,2,,,6,6,,1,,,,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
3143,1679,HYDR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3145,1679,CHIL,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,3.33,28.33,16.67,1.67,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3146,1679,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3147,1679,CERL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3148,1679,HYPL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3149,1680,OLIG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,5.47,21.87,6.83,4.1,2.43,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3150,1680,MITE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3151,1680,SIML,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,0,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3152,1680,NEMA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3153,1680,ELML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3154,1680,HYDL,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3155,1680,CHIL,1,1,0,0,2,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,0,26.4,88,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3156,1680,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3157,1680,CHIP,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3158,1680,EMPL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3159,1681,OLIG,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,4.8,13.2,9.6,4.8,2.4,1.2,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3160,1681,SIML,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3161,1681,NEMA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3162,1681,ELML,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3163,1681,HYDL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3164,1681,CHIL,1,1,0,1,5,4,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,2.27,22.67,36.27,6.8,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3165,1681,COPE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3166,1681,CHIP,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3167,1681,EMPL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3168,1682,OLIG,1,1,5,10,9,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,1000,10.03,14.33,14.33,1.43,1.43,1.43,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3169,1682,MITE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3170,1682,NEMA,1,1,,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,50,1000,,2,1,1,,,,,,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
3172,1682,ELML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3173,1682,HYDL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3174,1682,CHIL,1,1,0,0,1,0,4,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1000,0,26.4,38.13,14.67,5.87,2.93,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3175,1682,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3176,1682,CHIP,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3177,1682,CERL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3178,1682,EMPL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3179,1683,OLIG,1,1,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,400,0,4,10,7,3,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3180,1683,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3181,1683,SIML,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3182,1683,NEMA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3183,1683,CHIL,1,1,0,0,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,400,0,8.8,37.4,15.4,4.4,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3184,1683,EMPL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3185,1683,HYPL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3186,1684,CHIL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,10,3,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3187,1685,CHIL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3188,1686,CHIL,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,2,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3189,1687,CHIL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3190,1687,INSM,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3191,1688,NZMS,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3192,1688,SIML,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3193,1688,OSTR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3194,1688,CHIL,1,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,4,3,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3195,1689,CHIL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3196,1690,OLIG,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3197,1690,NEMA,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,2,,,,,,,,,,FALSE,6/28/2018,FALSE,FALSE
3199,1690,CHIL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,14,10,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3200,1691,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,3,23,8,8,5,2,,,,,,,,,,,,FALSE,,FALSE,FALSE
3201,1691,NZMS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3202,1691,MITE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3203,1691,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3204,1691,HYDL,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3205,1691,CHIL,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,34,11,11,4,2,,,,,,,,,,,,FALSE,,FALSE,FALSE
3206,1691,EMPL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3207,1692,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,7,11,5,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3208,1692,MITE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3209,1692,GAMM,1,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,50,400,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3210,1692,NEMA,1,8,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3211,1692,PHYS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3212,1692,HYDL,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3213,1692,CHIL,1,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,12,24,14,10,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3214,1692,EMPL,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3215,1693,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,3,2,,1,,,,,,,,,,,,FALSE,,FALSE,FALSE
3216,1693,MITE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3217,1693,GAMM,1,1,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,3,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3218,1693,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3219,1693,HYDL,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3220,1693,CHIL,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,28,13,8,4,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3221,1693,CERL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,3,1,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3222,1694,OLIG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,400,,1,2,2,1,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3223,1694,NZMS,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3224,1694,SIML,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,400,,1,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3225,1694,HYDL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,400,,1,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3226,1694,RHYL,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3227,1694,CHIL,1,1,,,,,1,10,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,25,400,,22,45,14,3,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3228,1695,OLIG,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,4,7,5,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3229,1695,NEMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,1,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3230,1695,CHIL,1,1,,2,1,4,10,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,44,35,16,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3231,1696,OLIG,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,2,2,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3232,1696,NZMS,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3233,1696,MITE,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3234,1696,CHIL,1,1,,,1,,4,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,32,23,2,2,2,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3235,1696,EMPL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,1,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3236,1697,OLIG,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,400,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Originally ID'd as Annelida.,FALSE,6/18/2018,FALSE,FALSE
3237,1697,SIML,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,,1,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3239,1697,CHIL,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,50,400,,44,68,8,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE
3240,1698,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3241,1698,CHIL,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,8,5,1,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3242,1698,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3243,1699,CHIL,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3244,1700,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3245,1700,CHIL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3246,1701,CHIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,11,12,2,2,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3247,1702,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3248,1702,CHIL,1,1,0,1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,2,28,10,7,6,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3249,1702,COPE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3250,1703,NZMS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3251,1703,CHIL,1,1,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,23.1,48.77,0,5.13,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3252,1703,INSM,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3254,1704,OLIG,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275,500,0,4,9,2,5,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
3255,1704,NZMS,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FALSE,,FALSE,FALSE
